file,title,author,abstract,keywords
Dataset\Aruna Malapati\BPHC@DravidianLangTech.pdf,A comparative analysis of classical and pre-trained models for troll meme classification in Tamil,Lov Kumar,"Trolling behavior on the internet, specifically code-mixed Tamil-English meme captions, is classified in this paper. Embeddings are derived from raw code-mixed text, and their performances compared with translated and transliterated versions. Various classification algorithms were tested using Accuracy and F1-Score, ultimately achieving a weighted F1 score of 0.74 through the MuRIL pretrained model.","Trolling, user behavior, internet, social media, code-mixed text, embedding, classification algorithms, Accuracy, F1-Score, weighted F1 score, MuRIL pretrained model."
Dataset\Aruna Malapati\Categorization of Event Clusters.pdf,Categorization of Event Clusters from Twitter Using Term Weighting Schemes,Surender Singh Samant,"The application of machine learning (ML) for the interpretation and prediction of human behavior has gained significant attention in recent years. This study explores the potential of ML algorithms to predict user engagement in online platforms, specifically focusing on an educational social network. The research employs a hybrid feature selection method that combines filter-based and wrapper-based approaches. The dataset used consists of clickstream data from 4256 users over a period of six weeks. The study uses Random Forest, Support Vector Machines (SVM), and XGBoost algorithms for prediction. Results indicate that ML models can accurately predict user engagement with an average F1 score of 0.895.","Machine Learning, User Engagement, Online Platforms, Educational Social Network, Clickstream Data, Feature Selection, Random Forest, Support Vector Machines, XGBoost."
Dataset\Aruna Malapati\Categorization of Event Clusters.pdf,Categorization of Event Clusters from Twitter Using Term Weighting Schemes,N.L. Bhanu Murthy,"The application of machine learning (ML) for the interpretation and prediction of human behavior has gained significant attention in recent years. This study explores the potential of ML algorithms to predict user engagement in online platforms, specifically focusing on an educational social network. The research employs a hybrid feature selection method that combines filter-based and wrapper-based approaches. The dataset used consists of clickstream data from 4256 users over a period of six weeks. The study uses Random Forest, Support Vector Machines (SVM), and XGBoost algorithms for prediction. Results indicate that ML models can accurately predict user engagement with an average F1 score of 0.895.","Machine Learning, User Engagement, Online Platforms, Educational Social Network, Clickstream Data, Feature Selection, Random Forest, Support Vector Machines, XGBoost."
Dataset\Aruna Malapati\Categorization of Event Clusters.pdf,Categorization of Event Clusters from Twitter Using Term Weighting Schemes,Aruna Malapati,"The application of machine learning (ML) for the interpretation and prediction of human behavior has gained significant attention in recent years. This study explores the potential of ML algorithms to predict user engagement in online platforms, specifically focusing on an educational social network. The research employs a hybrid feature selection method that combines filter-based and wrapper-based approaches. The dataset used consists of clickstream data from 4256 users over a period of six weeks. The study uses Random Forest, Support Vector Machines (SVM), and XGBoost algorithms for prediction. Results indicate that ML models can accurately predict user engagement with an average F1 score of 0.895.","Machine Learning, User Engagement, Online Platforms, Educational Social Network, Clickstream Data, Feature Selection, Random Forest, Support Vector Machines, XGBoost."
Dataset\Aruna Malapati\Effect of Feature Selection.PDF,Analysis of the Structural Details of DsrO Protein from Allochromatium vinosum to Identify the Role of the Protein in the Redox Transport Process Through the dsr Operon,Semanti Ghosh,The text does not contain an abstract section.,"Sulfur oxidation, Ecological importance, dsr operon, Dsro protein, Homology modeling, Molecular docking"
Dataset\Aruna Malapati\Effect of Feature Selection.PDF,Analysis of the Structural Details of DsrO Protein from Allochromatium vinosum to Identify the Role of the Protein in the Redox Transport Process Through the dsr Operon,Angshuman Bagchi,The text does not contain an abstract section.,"Sulfur oxidation, Ecological importance, dsr operon, Dsro protein, Homology modeling, Molecular docking"
Dataset\Aruna Malapati\Enhancing the Performance of Telugu.pdf,Enhancing the Performance of Telugu Named Entity Recognition Using Gazetteer Features,SaiKiranmai Gorla,"> This paper attempts to improve the Named Entity Recognition (NER) performance for Telugu using gazetteer-related features, automatically generated from Wikipedia pages. Gazetteer features, contextual, word-level, and corpus features are utilized to build NER models with conditional random field (CRF), support vector machine (SVM), and margin infused relaxed algorithms (MIRA). The gazetteer features are shown to improve the performance, and the MIRA-based NER model fared better than its counterparts SVM and CRF.","> information extraction, named entity recognition, Telugu language, gazetteer, support vector machine, conditional random field, margin infused relaxed algorithm"
Dataset\Aruna Malapati\Enhancing the Performance of Telugu.pdf,Enhancing the Performance of Telugu Named Entity Recognition Using Gazetteer Features,Lalita Bhanu Murthy Neti,"> This paper attempts to improve the Named Entity Recognition (NER) performance for Telugu using gazetteer-related features, automatically generated from Wikipedia pages. Gazetteer features, contextual, word-level, and corpus features are utilized to build NER models with conditional random field (CRF), support vector machine (SVM), and margin infused relaxed algorithms (MIRA). The gazetteer features are shown to improve the performance, and the MIRA-based NER model fared better than its counterparts SVM and CRF.","> information extraction, named entity recognition, Telugu language, gazetteer, support vector machine, conditional random field, margin infused relaxed algorithm"
Dataset\Aruna Malapati\Enhancing the Performance of Telugu.pdf,Enhancing the Performance of Telugu Named Entity Recognition Using Gazetteer Features,Aruna Malapati,"> This paper attempts to improve the Named Entity Recognition (NER) performance for Telugu using gazetteer-related features, automatically generated from Wikipedia pages. Gazetteer features, contextual, word-level, and corpus features are utilized to build NER models with conditional random field (CRF), support vector machine (SVM), and margin infused relaxed algorithms (MIRA). The gazetteer features are shown to improve the performance, and the MIRA-based NER model fared better than its counterparts SVM and CRF.","> information extraction, named entity recognition, Telugu language, gazetteer, support vector machine, conditional random field, margin infused relaxed algorithm"
Dataset\Aruna Malapati\Named Entity Recognition for Telugu using.pdf,Named Entity Recognition for Telugu using LSTM-CRF,Aniketh Janardhan Reddy,"Named Entity Recognition (NER) for Telugu is a challenging task due to the characteristic features of the language. In this paper, a Long Short-Term Memory (LSTM) - Conditional Random Fields (CRF) based approach that does not use any handcrafted features or gazetteers is presented. The results are compared to those of traditional classifiers like support vector machines (SVMs) and CRFs, with the LSTM-CRF classifier performing significantly better, achieving an F-measure of 85.13%.","Named Entity Recognition, LSTM, CRF, Word Embeddings"
Dataset\Aruna Malapati\Named Entity Recognition for Telugu using.pdf,Named Entity Recognition for Telugu using LSTM-CRF,Monica Adusumilli,"Named Entity Recognition (NER) for Telugu is a challenging task due to the characteristic features of the language. In this paper, a Long Short-Term Memory (LSTM) - Conditional Random Fields (CRF) based approach that does not use any handcrafted features or gazetteers is presented. The results are compared to those of traditional classifiers like support vector machines (SVMs) and CRFs, with the LSTM-CRF classifier performing significantly better, achieving an F-measure of 85.13%.","Named Entity Recognition, LSTM, CRF, Word Embeddings"
Dataset\Aruna Malapati\Named Entity Recognition for Telugu using.pdf,Named Entity Recognition for Telugu using LSTM-CRF,Sai Kiranmai Gorla,"Named Entity Recognition (NER) for Telugu is a challenging task due to the characteristic features of the language. In this paper, a Long Short-Term Memory (LSTM) - Conditional Random Fields (CRF) based approach that does not use any handcrafted features or gazetteers is presented. The results are compared to those of traditional classifiers like support vector machines (SVMs) and CRFs, with the LSTM-CRF classifier performing significantly better, achieving an F-measure of 85.13%.","Named Entity Recognition, LSTM, CRF, Word Embeddings"
Dataset\Aruna Malapati\Named Entity Recognition for Telugu using.pdf,Named Entity Recognition for Telugu using LSTM-CRF,Lalita Bhanu Murthy Neti,"Named Entity Recognition (NER) for Telugu is a challenging task due to the characteristic features of the language. In this paper, a Long Short-Term Memory (LSTM) - Conditional Random Fields (CRF) based approach that does not use any handcrafted features or gazetteers is presented. The results are compared to those of traditional classifiers like support vector machines (SVMs) and CRFs, with the LSTM-CRF classifier performing significantly better, achieving an F-measure of 85.13%.","Named Entity Recognition, LSTM, CRF, Word Embeddings"
Dataset\Aruna Malapati\Named Entity Recognition for Telugu using.pdf,Named Entity Recognition for Telugu using LSTM-CRF,Aruna Malapati,"Named Entity Recognition (NER) for Telugu is a challenging task due to the characteristic features of the language. In this paper, a Long Short-Term Memory (LSTM) - Conditional Random Fields (CRF) based approach that does not use any handcrafted features or gazetteers is presented. The results are compared to those of traditional classifiers like support vector machines (SVMs) and CRFs, with the LSTM-CRF classifier performing significantly better, achieving an F-measure of 85.13%.","Named Entity Recognition, LSTM, CRF, Word Embeddings"
Dataset\Aruna Malapati\Named Entity Recognition.pdf,Named Entity Recognition for Telugu News Articles using Naïve Bayes Classifier,SaiKiranmai Gorla,"The Named Entity Recognition (NER) is identified in this paper as a method for recognizing names of people, locations, organizations, etc., in Telugu online news articles. A generative model was used to classify the textual content, with contextual words and their part-of-speech (POS) being employed as generic features for building the learning model. The syntax and grammar of Telugu language were taken into account, resulting in morphological pre-processing that improved the accuracy. Additionally, language-dependent features such as post-position feature, clue word feature, and gazetteer feature were proposed to enhance the model's performance. The model achieved an overall average F1-Score of 88.87% for Person, 87.32% for Location, and 72.69% for Organization.","Named Entity Recognition, Telugu language, generative model, contextual words, part-of-speech (POS), morphological pre-processing, post-position feature, clue word feature, gazetteer feature, F1-Score."
Dataset\Aruna Malapati\Named Entity Recognition.pdf,Named Entity Recognition for Telugu News Articles using Naïve Bayes Classifier,Sriharshitha Velivelli,"The Named Entity Recognition (NER) is identified in this paper as a method for recognizing names of people, locations, organizations, etc., in Telugu online news articles. A generative model was used to classify the textual content, with contextual words and their part-of-speech (POS) being employed as generic features for building the learning model. The syntax and grammar of Telugu language were taken into account, resulting in morphological pre-processing that improved the accuracy. Additionally, language-dependent features such as post-position feature, clue word feature, and gazetteer feature were proposed to enhance the model's performance. The model achieved an overall average F1-Score of 88.87% for Person, 87.32% for Location, and 72.69% for Organization.","Named Entity Recognition, Telugu language, generative model, contextual words, part-of-speech (POS), morphological pre-processing, post-position feature, clue word feature, gazetteer feature, F1-Score."
Dataset\Aruna Malapati\Named Entity Recognition.pdf,Named Entity Recognition for Telugu News Articles using Naïve Bayes Classifier,N L Bhanu Murthy,"The Named Entity Recognition (NER) is identified in this paper as a method for recognizing names of people, locations, organizations, etc., in Telugu online news articles. A generative model was used to classify the textual content, with contextual words and their part-of-speech (POS) being employed as generic features for building the learning model. The syntax and grammar of Telugu language were taken into account, resulting in morphological pre-processing that improved the accuracy. Additionally, language-dependent features such as post-position feature, clue word feature, and gazetteer feature were proposed to enhance the model's performance. The model achieved an overall average F1-Score of 88.87% for Person, 87.32% for Location, and 72.69% for Organization.","Named Entity Recognition, Telugu language, generative model, contextual words, part-of-speech (POS), morphological pre-processing, post-position feature, clue word feature, gazetteer feature, F1-Score."
Dataset\Aruna Malapati\Named Entity Recognition.pdf,Named Entity Recognition for Telugu News Articles using Naïve Bayes Classifier,Aruna Malapati,"The Named Entity Recognition (NER) is identified in this paper as a method for recognizing names of people, locations, organizations, etc., in Telugu online news articles. A generative model was used to classify the textual content, with contextual words and their part-of-speech (POS) being employed as generic features for building the learning model. The syntax and grammar of Telugu language were taken into account, resulting in morphological pre-processing that improved the accuracy. Additionally, language-dependent features such as post-position feature, clue word feature, and gazetteer feature were proposed to enhance the model's performance. The model achieved an overall average F1-Score of 88.87% for Person, 87.32% for Location, and 72.69% for Organization.","Named Entity Recognition, Telugu language, generative model, contextual words, part-of-speech (POS), morphological pre-processing, post-position feature, clue word feature, gazetteer feature, F1-Score."
Dataset\Aruna Malapati\Performance of students across.pdf,Performance of students across assessment methods and courses using Correlation analysis,Aruna Malapati,"> The paper investigates the application of correlation analysis for finding relationships between skills acquired in tests with other components like assignments, individual marks, and final results, as well as performances of students across courses. It reports on two studies that indicate moderately strong relationships exist, and that correlation coefficients of related courses are better than those of some unrelated courses.","Education Assessments, Evaluation, Correlation analysis, student performance"
Dataset\Aruna Malapati\Performance of students across.pdf,Performance of students across assessment methods and courses using Correlation analysis,N.L.Bhanu Murthy,"> The paper investigates the application of correlation analysis for finding relationships between skills acquired in tests with other components like assignments, individual marks, and final results, as well as performances of students across courses. It reports on two studies that indicate moderately strong relationships exist, and that correlation coefficients of related courses are better than those of some unrelated courses.","Education Assessments, Evaluation, Correlation analysis, student performance"
Dataset\Aruna Malapati\SEDTWik Segmentation-based Event.pdf,SEDTWik: Segmentation-based Event Detection from Tweets using Wikipedia,Keval M. Morabia,"> Extracted tweet-segmentation based system for event detection called SEDTWik is presented in this paper. The system aims to detect newsworthy events occurring at different locations worldwide from a wide range of categories by splitting each tweet and hash-tag into segments, extracting bursty segments, clustering them, and summarizing them. The evaluation on the well-known Events2012 corpus demonstrates state-of-the-art results.","> Event detection, Twitter, Social Media, Microblogging, Tweet segmentation, Text Mining, Wikipedia, Hashtag"
Dataset\Aruna Malapati\SEDTWik Segmentation-based Event.pdf,SEDTWik: Segmentation-based Event Detection from Tweets using Wikipedia,Neti Lalita Bhanu Murthy,"> Extracted tweet-segmentation based system for event detection called SEDTWik is presented in this paper. The system aims to detect newsworthy events occurring at different locations worldwide from a wide range of categories by splitting each tweet and hash-tag into segments, extracting bursty segments, clustering them, and summarizing them. The evaluation on the well-known Events2012 corpus demonstrates state-of-the-art results.","> Event detection, Twitter, Social Media, Microblogging, Tweet segmentation, Text Mining, Wikipedia, Hashtag"
Dataset\Aruna Malapati\SEDTWik Segmentation-based Event.pdf,SEDTWik: Segmentation-based Event Detection from Tweets using Wikipedia,Aruna Malapati,"> Extracted tweet-segmentation based system for event detection called SEDTWik is presented in this paper. The system aims to detect newsworthy events occurring at different locations worldwide from a wide range of categories by splitting each tweet and hash-tag into segments, extracting bursty segments, clustering them, and summarizing them. The evaluation on the well-known Events2012 corpus demonstrates state-of-the-art results.","> Event detection, Twitter, Social Media, Microblogging, Tweet segmentation, Text Mining, Wikipedia, Hashtag"
Dataset\Aruna Malapati\SEDTWik Segmentation-based Event.pdf,SEDTWik: Segmentation-based Event Detection from Tweets using Wikipedia,Surender S. Samant,"> Extracted tweet-segmentation based system for event detection called SEDTWik is presented in this paper. The system aims to detect newsworthy events occurring at different locations worldwide from a wide range of categories by splitting each tweet and hash-tag into segments, extracting bursty segments, clustering them, and summarizing them. The evaluation on the well-known Events2012 corpus demonstrates state-of-the-art results.","> Event detection, Twitter, Social Media, Microblogging, Tweet segmentation, Text Mining, Wikipedia, Hashtag"
Dataset\Aruna Malapati\Sentiment Analysis on Code-Switched.pdf,Sentiment Analysis on Code-Switched Dravidian Languages with Kernel Based Extreme Learning Machines,Mithun Kumar S R,"Code-switching refers to textual or spoken data containing multiple languages. This paper shows the experiment results of building a Kernel based Extreme Learning Machines (ELM) for sentiment analysis for code-switched Dravidian languages with English. The ELM performs better than traditional machine learning classifiers on various metrics as well as trains faster than deep learning models, and polynomial kernels perform better in the ELM architecture. A median AUC of 0.79 was achieved with a polynomial kernel.","code-switching, natural language processing (NLP), sentiment analysis, Dravidian languages, English, Kernel based Extreme Learning Machines (ELM), machine learning classifiers, deep learning models, polynomial kernels, AUC."
Dataset\Aruna Malapati\Sentiment Analysis on Code-Switched.pdf,Sentiment Analysis on Code-Switched Dravidian Languages with Kernel Based Extreme Learning Machines,Lov Kumar,"Code-switching refers to textual or spoken data containing multiple languages. This paper shows the experiment results of building a Kernel based Extreme Learning Machines (ELM) for sentiment analysis for code-switched Dravidian languages with English. The ELM performs better than traditional machine learning classifiers on various metrics as well as trains faster than deep learning models, and polynomial kernels perform better in the ELM architecture. A median AUC of 0.79 was achieved with a polynomial kernel.","code-switching, natural language processing (NLP), sentiment analysis, Dravidian languages, English, Kernel based Extreme Learning Machines (ELM), machine learning classifiers, deep learning models, polynomial kernels, AUC."
Dataset\Aruna Malapati\Sentiment Analysis on Code-Switched.pdf,Sentiment Analysis on Code-Switched Dravidian Languages with Kernel Based Extreme Learning Machines,Aruna Malapati,"Code-switching refers to textual or spoken data containing multiple languages. This paper shows the experiment results of building a Kernel based Extreme Learning Machines (ELM) for sentiment analysis for code-switched Dravidian languages with English. The ELM performs better than traditional machine learning classifiers on various metrics as well as trains faster than deep learning models, and polynomial kernels perform better in the ELM architecture. A median AUC of 0.79 was achieved with a polynomial kernel.","code-switching, natural language processing (NLP), sentiment analysis, Dravidian languages, English, Kernel based Extreme Learning Machines (ELM), machine learning classifiers, deep learning models, polynomial kernels, AUC."
Dataset\Aruna Malapati\Towards Next-Generation Alert.pdf,Towards Next-Generation Alert Management of Data Centers,Praveen Venkateswaran,"The performance of today’s enterprise IT systems depends upon the accurate generation of alerts to identify any anomalous behavior. The conﬁgurations are manual and do not adapt to any system changes, a large volume of redundant alerts are generated leading to inefﬁcient resolution, moreover, the generated alerts are reactive in nature and provide less time to take corrective actions. In this paper, we address the issues of setting the correct conﬁgurations, aggregating redundancies and generating proactive alerts. We demonstrate the effectiveness of our approach on a real-world case-study.","enterprise IT systems, anomalous behavior, alert generation, conﬁguration, system changes, redundant alerts, efficiency, proactive alerts, real-world case-study"
Dataset\Aruna Malapati\Towards Next-Generation Alert.pdf,Towards Next-Generation Alert Management of Data Centers,Aruna Malapati,"The performance of today’s enterprise IT systems depends upon the accurate generation of alerts to identify any anomalous behavior. The conﬁgurations are manual and do not adapt to any system changes, a large volume of redundant alerts are generated leading to inefﬁcient resolution, moreover, the generated alerts are reactive in nature and provide less time to take corrective actions. In this paper, we address the issues of setting the correct conﬁgurations, aggregating redundancies and generating proactive alerts. We demonstrate the effectiveness of our approach on a real-world case-study.","enterprise IT systems, anomalous behavior, alert generation, conﬁguration, system changes, redundant alerts, efficiency, proactive alerts, real-world case-study"
Dataset\Aruna Malapati\Towards Next-Generation Alert.pdf,Towards Next-Generation Alert Management of Data Centers,Maitreya Natu,"The performance of today’s enterprise IT systems depends upon the accurate generation of alerts to identify any anomalous behavior. The conﬁgurations are manual and do not adapt to any system changes, a large volume of redundant alerts are generated leading to inefﬁcient resolution, moreover, the generated alerts are reactive in nature and provide less time to take corrective actions. In this paper, we address the issues of setting the correct conﬁgurations, aggregating redundancies and generating proactive alerts. We demonstrate the effectiveness of our approach on a real-world case-study.","enterprise IT systems, anomalous behavior, alert generation, conﬁguration, system changes, redundant alerts, efficiency, proactive alerts, real-world case-study"
Dataset\Aruna Malapati\Towards Next-Generation Alert.pdf,Towards Next-Generation Alert Management of Data Centers,Vaishali Sadaphal,"The performance of today’s enterprise IT systems depends upon the accurate generation of alerts to identify any anomalous behavior. The conﬁgurations are manual and do not adapt to any system changes, a large volume of redundant alerts are generated leading to inefﬁcient resolution, moreover, the generated alerts are reactive in nature and provide less time to take corrective actions. In this paper, we address the issues of setting the correct conﬁgurations, aggregating redundancies and generating proactive alerts. We demonstrate the effectiveness of our approach on a real-world case-study.","enterprise IT systems, anomalous behavior, alert generation, conﬁguration, system changes, redundant alerts, efficiency, proactive alerts, real-world case-study"
Dataset\Aruna Tiwari\A Quantum-Inspired Fuzzy Based Evolutionary.pdf,A Quantum-Inspired Fuzzy Based Evolutionary Algorithm for Data Clustering,Om Prakash Patel,"In this paper, a Quantum-Inspired Evolutionary Fuzzy C-Means (QIE-FCM) algorithm is proposed to address the issue of selecting the appropriate value of m and corresponding value of C for clustering using Fuzzy C-Means (FCM) algorithm. The quantum concept is used in classical computers where m is represented in terms of quantum bits (qubits). At each generation, quantum gates are used to generate a new value of m. For each generated value of m, the FCM algorithm is executed by varying values of C. Then, the appropriate value of C is identified by evaluating a local fitness function for generation g. The global best value of m and C is achieved by comparing the local best fitness value in current generation with the best fitness value obtained among all previous generations.","Quantum-Inspired Evolutionary Fuzzy C-Means, Fuzzy C-Means, Quantum bits (qubits), Quantum gates, Local fitness function, Global fitness function, Clustering algorithm, Benchmark datasets, Sensitivity experiment."
Dataset\Aruna Tiwari\A Quantum-Inspired Fuzzy Based Evolutionary.pdf,A Quantum-Inspired Fuzzy Based Evolutionary Algorithm for Data Clustering,Neha Bharill,"In this paper, a Quantum-Inspired Evolutionary Fuzzy C-Means (QIE-FCM) algorithm is proposed to address the issue of selecting the appropriate value of m and corresponding value of C for clustering using Fuzzy C-Means (FCM) algorithm. The quantum concept is used in classical computers where m is represented in terms of quantum bits (qubits). At each generation, quantum gates are used to generate a new value of m. For each generated value of m, the FCM algorithm is executed by varying values of C. Then, the appropriate value of C is identified by evaluating a local fitness function for generation g. The global best value of m and C is achieved by comparing the local best fitness value in current generation with the best fitness value obtained among all previous generations.","Quantum-Inspired Evolutionary Fuzzy C-Means, Fuzzy C-Means, Quantum bits (qubits), Quantum gates, Local fitness function, Global fitness function, Clustering algorithm, Benchmark datasets, Sensitivity experiment."
Dataset\Aruna Tiwari\A Quantum-Inspired Fuzzy Based Evolutionary.pdf,A Quantum-Inspired Fuzzy Based Evolutionary Algorithm for Data Clustering,Aruna Tiwari,"In this paper, a Quantum-Inspired Evolutionary Fuzzy C-Means (QIE-FCM) algorithm is proposed to address the issue of selecting the appropriate value of m and corresponding value of C for clustering using Fuzzy C-Means (FCM) algorithm. The quantum concept is used in classical computers where m is represented in terms of quantum bits (qubits). At each generation, quantum gates are used to generate a new value of m. For each generated value of m, the FCM algorithm is executed by varying values of C. Then, the appropriate value of C is identified by evaluating a local fitness function for generation g. The global best value of m and C is achieved by comparing the local best fitness value in current generation with the best fitness value obtained among all previous generations.","Quantum-Inspired Evolutionary Fuzzy C-Means, Fuzzy C-Means, Quantum bits (qubits), Quantum gates, Local fitness function, Global fitness function, Clustering algorithm, Benchmark datasets, Sensitivity experiment."
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Amit Saxena,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Mukesh Prasad,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Akshansh Gupta,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Neha Bharill,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Om Prakash Patel,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Aruna Tiwari,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Meng Joo Er,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Weiping Ding,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\A Review of Clustering Techniques and Developments.pdf,A Review of Clustering Techniques and Developments,Chin-Teng Lin,"This paper presents a comprehensive study on clustering, covering existing methods and developments at various times. It defines clustering as an unsupervised learning technique that groups objects based on their inherent similarities. The paper discusses different methods for clustering such as hierarchical, partitional, grid, density-based, and model-based, with a focus on their respective states of art and applicability. It also presents the measures of similarity and evaluation criteria, essential components of clustering, and highlights applications in fields like image segmentation, object and character recognition, and data mining.","Unsupervised learning, Clustering, Data mining, Pattern recognition, Similarity measures"
Dataset\Aruna Tiwari\Apache Spark Based Kernelized Fuzzy Clustering Framework.pdf,Fuzzy-Based Kernelized Clustering Algorithms for Handling Big Data Using Apache Spark,Preeti Jha,"> This paper introduces a kernel based fuzzy clustering approach to deal with non-linear separable problems using kernel Radial Basis Functions (RBF) and applies it to high-dimensional genomics data for genome analysis. The proposed Kernelized Scalable Random Sampling with Iterative Optimization Fuzzy c-Means (KSRSIO-FCM) and Kernelized Scalable Literal Fuzzy c-Means (KSLFCM) clustering algorithms are adapted to the Apache Spark cluster framework, and a preprocessing approach for generating numeric feature vectors for huge SNP sequences is proposed. The paper compares the proposed scalable kernelized fuzzy clustering results with similar works and shows significant improvement in terms of time and space complexity, Silhouette index, and Davies-Bouldin index.","High-dimensional, Non-linear, Apache Spark, SNP Sequences, Kernelized Fuzzy Clustering"
Dataset\Aruna Tiwari\Apache Spark Based Kernelized Fuzzy Clustering Framework.pdf,Fuzzy-Based Kernelized Clustering Algorithms for Handling Big Data Using Apache Spark,Aruna Tiwaria,"> This paper introduces a kernel based fuzzy clustering approach to deal with non-linear separable problems using kernel Radial Basis Functions (RBF) and applies it to high-dimensional genomics data for genome analysis. The proposed Kernelized Scalable Random Sampling with Iterative Optimization Fuzzy c-Means (KSRSIO-FCM) and Kernelized Scalable Literal Fuzzy c-Means (KSLFCM) clustering algorithms are adapted to the Apache Spark cluster framework, and a preprocessing approach for generating numeric feature vectors for huge SNP sequences is proposed. The paper compares the proposed scalable kernelized fuzzy clustering results with similar works and shows significant improvement in terms of time and space complexity, Silhouette index, and Davies-Bouldin index.","High-dimensional, Non-linear, Apache Spark, SNP Sequences, Kernelized Fuzzy Clustering"
